STATIONID,LATITUDE,LONGITUDE
US1TXBST123,30.3115,-97.1702
US1TXBST127,30.1302,-97.2698
US1TXBST130,30.1271,-97.325
US1TXBST131,30.2817,-97.2287
US1TXBST132,30.2112,-97.4243
US1TXBST133,30.126,-97.4129
US1TXBST134,30.1346,-97.4816
US1TXBST135,30.1037,-97.2188
US1TXBST136,30.0826,-97.3289
US1TXBST137,30.1071,-97.3177
US1TXBST139,30.2862,-97.2508
US1TXBST140,30.1153,-97.342
US1TXBST141,30.0651,-97.1319
US1TXBST142,30.1235,-97.3405
US1TXBST143,30.1615,-97.1607
US1TXBWE001,33.5058,-94.6173
US1TXBWE002,33.5077,-94.6161
US1TXBWE005,33.4273,-94.1255
US1TXBWE006,33.4659,-94.1711
US1TXBWE007,33.5044,-94.5832
US1TXBWE008,33.462,-94.3051
US1TXBWE010,33.408,-94.1707
US1TXBXR003,29.5219,-98.6741
US1TXBXR006,29.4728,-98.3421
US1TXBXR008,29.5925,-98.4071
US1TXBXR009,29.6365,-98.48
US1TXBXR010,29.5083,-98.51
US1TXBXR011,29.5728,-98.4775
US1TXBXR013,29.4075,-98.6555
US1TXBXR014,29.572,-98.678
US1TXBXR015,29.3387,-98.5987
US1TXBXR017,29.718,-98.6721
US1TXBXR018,29.5682,-98.474
US1TXBXR019,29.5838,-98.331
US1TXBXR021,29.6249,-98.4879
US1TXBXR024,29.6292,-98.4463
US1TXBXR027,29.7013,-98.6841
US1TXBXR028,29.5187,-98.6178
US1TXBXR030,29.5709,-98.3833
US1TXBXR031,29.3788,-98.4217
US1TXBXR032,29.5898,-98.4119
US1TXBXR038,29.5493,-98.7645
US1TXBXR045,29.6883,-98.5092
US1TXBXR047,29.5396,-98.3354
US1TXBXR048,29.5903,-98.4579
US1TXBXR049,29.5821,-98.3257
US1TXBXR058,29.609,-98.4313
US1TXBXR060,29.5818,-98.4596
US1TXBXR065,29.6474,-98.4178
US1TXBXR066,29.587,-98.4257
US1TXBXR070,29.622,-98.4797
US1TXBXR073,29.5144,-98.6544
US1TXBXR075,29.5862,-98.5739
US1TXBXR077,29.4938,-98.7347
US1TXBXR085,29.5961,-98.3815
US1TXBXR087,29.5853,-98.7011
US1TXBXR088,29.437,-98.4841
US1TXBXR089,29.5922,-98.556
US1TXBXR095,29.517,-98.675
US1TXBXR099,29.5704,-98.4028
US1TXBXR103,29.6832,-98.6339
US1TXBXR112,29.5803,-98.5046
US1TXBXR116,29.3667,-98.5569
US1TXBXR118,29.4114,-98.6348
US1TXBXR121,29.4147,-98.4959
US1TXBXR124,29.743,-98.6526
US1TXBXR126,29.662,-98.4624
US1TXBXR127,29.7134,-98.4406
US1TXBXR129,29.6711,-98.5087
US1TXBXR130,29.4607,-98.3881
US1TXBXR133,29.5215,-98.3768
US1TXBXR134,29.4921,-98.1911
US1TXBXR135,29.4856,-98.4335
US1TXBXR136,29.4337,-98.7417
US1TXBXR138,29.4894,-98.6593
US1TXBXR140,29.4672,-98.6582
US1TXBXR142,29.2593,-98.3265
US1TXBXR143,29.492,-98.4708
US1TXBXR146,29.7348,-98.6425
US1TXBXR147,29.7041,-98.6866
US1TXBXR148,29.5422,-98.566
US1TXBXR149,29.499,-98.4507
US1TXBXR151,29.293,-98.7861
US1TXBXR152,29.6909,-98.6523
US1TXBXR154,29.4063,-98.4963
US1TXBXR155,29.6153,-98.5529
US1TXBXR156,29.4895,-98.595
US1TXBXR159,29.5445,-98.6632
US1TXBXR163,29.5049,-98.6428
US1TXBXR167,29.6749,-98.6305
US1TXBXR168,29.6201,-98.4169
US1TXBXR169,29.3032,-98.4791
US1TXBXR174,29.5824,-98.6793
US1TXBXR176,29.3961,-98.5606
US1TXBXR177,29.5502,-98.4595
US1TXBXR180,29.7024,-98.6369
US1TXBXR181,29.614,-98.5392
US1TXBXR184,29.5291,-98.5529
US1TXBXR188,29.4692,-98.5883
US1TXBXR189,29.5271,-98.5452
US1TXBXR190,29.1704,-98.5282
US1TXBXR192,29.599,-98.7127
US1TXBXR203,29.4347,-98.6837
US1TXBXR205,29.5289,-98.3312
US1TXBXR206,29.6745,-98.6309
US1TXBXR207,29.3126,-98.5248
US1TXBXR211,29.5562,-98.6023
US1TXBXR212,29.6165,-98.5105
US1TXBXR213,29.4762,-98.7667
US1TXBXR215,29.6476,-98.4338
US1TXBXR218,29.5301,-98.5275
US1TXBXR220,29.3175,-98.4959
US1TXBXR221,29.6001,-98.3795
US1TXBXR223,29.7258,-98.6812
US1TXBXR224,29.5327,-98.6687
US1TXBXR229,29.5178,-98.4388
US1TXBXR230,29.47,-98.6534
US1TXBXR241,29.5896,-98.4052
US1TXBXR242,29.6486,-98.4615
US1TXBXR246,29.3951,-98.6826
US1TXBXR251,29.5917,-98.3752
US1TXBXR253,29.5404,-98.4947
US1TXBXR264,29.2873,-98.7069
US1TXBXR268,29.3993,-98.2659
US1TXBXR269,29.4854,-98.6561
US1TXBXR271,29.311,-98.5001
US1TXBXR273,29.5521,-98.4589
US1TXBXR279,29.5443,-98.3452
US1TXBXR281,29.5798,-98.4111
US1TXBXR287,29.5393,-98.6969
US1TXBXR291,29.4873,-98.3157
US1TXBXR293,29.6874,-98.6527
US1TXBXR297,29.5917,-98.3427
US1TXBXR298,29.4303,-98.8045
US1TXBXR300,29.5209,-98.3512
US1TXBXR303,29.4929,-98.6822
US1TXBXR304,29.6749,-98.6535
US1TXBXR309,29.7259,-98.5126
US1TXBXR310,29.4925,-98.7181
US1TXBXR313,29.2683,-98.3282
US1TXBXR314,29.5325,-98.5103
US1TXBXR319,29.4504,-98.5275
US1TXBXR320,29.662,-98.6625
US1TXBXR323,29.5414,-98.6998
US1TXBXR326,29.5822,-98.568
US1TXBXR327,29.4194,-98.6401
US1TXBXR328,29.5161,-98.522
US1TXBXR330,29.5618,-98.323
US1TXBXR331,29.6061,-98.4925
US1TXBXR334,29.5604,-98.3036
US1TXBXR335,29.5498,-98.3455
US1TXBXR336,29.4974,-98.3044
US1TXBXR340,29.5407,-98.3155
US1TXBXR341,29.5504,-98.3697
US1TXBXR343,29.3474,-98.4601
US1TXBXR345,29.585,-98.6171
US1TXBXR348,29.422,-98.7366
US1TXBXR352,29.6825,-98.4799
US1TXBXR359,29.3277,-98.4306
US1TXBXR361,29.6325,-98.4881
US1TXBXR362,29.5671,-98.535
US1TXBXR367,29.5364,-98.4971
US1TXBXR368,29.5691,-98.4573
US1TXBXR371,29.5643,-98.4043
US1TXBXR372,29.4766,-98.3404
US1TXBXR374,29.5674,-98.3453
US1TXBXR376,29.1774,-98.5062
US1TXBXR378,29.5836,-98.643
US1TXBXR381,29.6481,-98.4035
US1TXBXR383,29.4411,-98.7018
US1TXBXR386,29.5662,-98.6035
US1TXBXR389,29.4728,-98.7996
US1TXBXR390,29.3792,-98.3751
US1TXBXR396,29.4576,-98.534
US1TXBXR397,29.4409,-98.4292
US1TXBXR398,29.4031,-98.2092
US1TXBXR400,29.448,-98.722
US1TXBXR402,29.4952,-98.6739
US1TXBXR403,29.6455,-98.4857
US1TXBXR404,29.5628,-98.3018
US1TXBXR405,29.6311,-98.4179
US1TXBXR406,29.7247,-98.6459
US1TXBXR407,29.6924,-98.4808
US1TXBXR408,29.4474,-98.7467
US1TXBXR409,29.4037,-98.3465
US1TXBXR412,29.5911,-98.358
US1TXBXR413,29.6919,-98.6604
US1TXBXR414,29.4782,-98.729
US1TXBXR415,29.584,-98.4039
US1TXBXR416,29.4607,-98.6775
US1TXBXR424,29.5788,-98.5447
US1TXBXR427,29.5706,-98.5361
US1TXBXR428,29.5602,-98.441
US1TXBXR430,29.7247,-98.6789
US1TXBXR431,29.5103,-98.6474
US1TXBXR432,29.456,-98.532
US1TXBXR434,29.7124,-98.4038
US1TXBXR436,29.6535,-98.6834
US1TXBXR437,29.5421,-98.6178
US1TXBXR438,29.6336,-98.4166
US1TXBXR441,29.3803,-98.7376
US1TXBZS004,30.6389,-96.3222
US1TXBZS012,30.565,-96.2856
US1TXBZS013,30.5836,-96.3138
US1TXBZS017,30.6035,-96.2862
US1TXBZS020,30.6186,-96.2862
US1TXBZS022,30.619,-96.298
US1TXBZS034,30.6161,-96.3351
US1TXBZS040,30.6277,-96.2089
US1TXBZS041,30.5636,-96.2873
US1TXBZS042,30.6188,-96.3373
US1TXBZS043,30.6207,-96.3238
US1TXBZS050,30.594,-96.327
US1TXBZS062,30.6611,-96.3147
US1TXBZS075,30.6014,-96.3145
US1TXBZS077,30.647,-96.3237
US1TXBZS083,30.6236,-96.3479
US1TXBZS088,30.7138,-96.3902
US1TXBZS092,30.5774,-96.3146
US1TXBZS096,30.6042,-96.3284
US1TXBZS097,30.624,-96.3199
US1TXBZS098,30.7714,-96.3734
US1TXBZS099,30.6216,-96.399
US1TXBZS100,30.5595,-96.3711
US1TXBZS102,30.6338,-96.351
US1TXBZS103,30.5994,-96.3257
US1TXBZS104,30.5728,-96.3002
US1TXBZS106,30.6928,-96.2822
US1TXBZS107,30.5647,-96.2791
US1TXBZS109,30.6259,-96.2948
US1TXBZS111,30.6204,-96.4
US1TXBZS112,30.5189,-96.2967
US1TXCHD001,34.4258,-100.2099
US1TXCHD003,34.4318,-100.222
US1TXCHD004,34.4234,-100.2086
US1TXCHD006,34.4164,-100.1437
US1TXCHK001,32.1361,-95.2564
US1TXCHK002,31.8435,-94.9684
US1TXCHK003,31.977,-95.2015
US1TXCHK004,31.8027,-95.1527
US1TXCHK005,31.7523,-95.1847
US1TXCHK007,31.794,-95.1492
US1TXCHK008,31.75,-95.12
US1TXCHK009,31.8954,-95.0753
US1TXCHM002,29.8697,-94.4002
US1TXCHM003,29.8768,-94.4038
US1TXCHM005,29.7793,-94.8456
US1TXCHM006,29.644,-94.6946
US1TXCHM008,29.8722,-94.8893
US1TXCHM011,29.8466,-94.6705
US1TXCHM012,29.8687,-94.8739
US1TXCKE001,31.9024,-100.4809
US1TXCKE002,31.9548,-100.2725
US1TXCKE004,31.7681,-100.2758
US1TXCLB001,31.7124,-104.5902
US1TXCLB003,31.0613,-104.7369
US1TXCLB004,31.0464,-104.8203
US1TXCLB005,30.8192,-104.7036
US1TXCLD001,29.8639,-97.8583
US1TXCLD002,29.8134,-97.6387
US1TXCLD003,29.8449,-97.6656
US1TXCLD004,29.8405,-97.8455
US1TXCLD005,29.9728,-97.7411
US1TXCLD007,29.7379,-97.4991
US1TXCLD009,29.9217,-97.7394
US1TXCLD010,29.8,-97.66
US1TXCLD011,29.7463,-97.5486
US1TXCLD012,29.7318,-97.4853
US1TXCLD013,29.7995,-97.6745
US1TXCLD014,29.7549,-97.7296
US1TXCLD015,29.8973,-97.7861
US1TXCLD016,29.8773,-97.5189
US1TXCLD018,29.8577,-97.4714
US1TXCLD023,29.8942,-97.4946
US1TXCLD024,29.8455,-97.6624
US1TXCLD027,29.9222,-97.7231
US1TXCLD028,29.8118,-97.5217
US1TXCLD029,29.7985,-97.6757
US1TXCLD030,29.7409,-97.6802
US1TXCLD031,29.9048,-97.6148
US1TXCLD032,29.8271,-97.5476
US1TXCLD033,29.9508,-97.6595
US1TXCLD036,29.9846,-97.6069
US1TXCLD038,29.7487,-97.3965
US1TXCLD040,29.8692,-97.6815
US1TXCLD042,29.8655,-97.671
US1TXCLD043,29.7068,-97.5214
US1TXCLD046,29.675,-97.6378
US1TXCLD047,29.7861,-97.647
US1TXCLD050,29.7763,-97.7445
US1TXCLD051,29.8972,-97.5853
US1TXCLD052,29.8647,-97.8579
US1TXCLG001,34.857,-100.219
US1TXCLH001,28.4083,-96.6309
US1TXCLH002,28.6225,-96.6334
US1TXCLH003,28.4105,-96.7167
US1TXCLH004,28.5122,-96.4876
US1TXCLH007,28.5822,-96.5731
US1TXCLH008,28.6082,-96.6416
US1TXCLH009,28.4153,-96.7055
US1TXCLH010,28.6831,-96.5551
US1TXCLH012,28.6004,-96.7314
US1TXCLH013,28.6471,-96.6942
US1TXCLH014,28.6605,-96.6353
US1TXCLH015,28.4378,-96.639
US1TXCLH016,28.562,-96.5423
US1TXCLH017,28.451,-96.415
US1TXCLL005,33.168,-96.6841
US1TXCLL007,33.0306,-96.7211
US1TXCLL008,33.028,-96.783
US1TXCLL009,33.0171,-96.5463
US1TXCLL011,33.1685,-96.693
US1TXCLL013,33.3962,-96.6967
US1TXCLL014,33.0849,-96.7147
US1TXCLL015,33.1427,-96.6368
US1TXCLL017,33.108,-96.515
US1TXCLL018,33.0539,-96.8371
US1TXCLL019,33.0275,-96.7846
US1TXCLL020,33.1636,-96.5432
US1TXCLL022,33.0811,-96.7491
US1TXCLL023,33.1334,-96.6003
US1TXCLL026,33.1927,-96.6288
US1TXCLL030,33.3127,-96.5827
US1TXCLL032,33.344,-96.5738
US1TXCLL033,32.9921,-96.7397
US1TXCLL037,32.9887,-96.553
US1TXCLL039,33.1637,-96.6851
US1TXCLL040,33.1719,-96.8117
US1TXCLL042,33.0906,-96.7461
US1TXCLL044,33.0005,-96.6116
US1TXCLL045,33.2434,-96.5259
US1TXCLL052,33.1813,-96.7056
US1TXCLL053,33.0988,-96.7686
US1TXCLL057,33.3495,-96.5525
US1TXCLL058,33.0148,-96.7352
US1TXCLL060,33.0359,-96.441
US1TXCLL061,32.9933,-96.5806
US1TXCLL063,33.0297,-96.5163
US1TXCLL065,33.1649,-96.6013
US1TXCLL067,33.1588,-96.4896
US1TXCLL068,33.0207,-96.5075
US1TXCLL069,32.9847,-96.5674
US1TXCLL070,33.2762,-96.6248
US1TXCLL071,33.1046,-96.7528
US1TXCLL072,33.0286,-96.6789
US1TXCLL074,33.025,-96.6724
US1TXCLL075,33.2476,-96.7713
US1TXCLL076,33.0063,-96.5945
US1TXCLL077,33.2719,-96.3176
US1TXCLL091,33.0269,-96.6027
US1TXCLL092,33.08,-96.3256
US1TXCLL094,33.3916,-96.5485
US1TXCLL096,33.1232,-96.6909
US1TXCLL097,32.9909,-96.6794
US1TXCLL099,32.9936,-96.7285
US1TXCLL101,33.1706,-96.6938
US1TXCLL102,33.176,-96.717
US1TXCLM001,31.7372,-99.3165
US1TXCLM003,32.0383,-99.4782
US1TXCLM004,31.785,-99.3533
US1TXCLN001,32.4836,-99.1161
US1TXCLN004,32.4037,-99.5135
US1TXCLN005,32.1631,-99.267
US1TXCLN007,32.403,-99.5539
US1TXCLN009,32.3407,-99.5145
US1TXCLR003,29.456,-96.4049
US1TXCLR004,29.7088,-96.7952
US1TXCLR006,29.7891,-96.477
US1TXCLR009,29.6801,-96.5975
US1TXCLR010,29.8188,-96.478
US1TXCLR012,29.6559,-96.8498
US1TXCLR013,29.7133,-96.6959
US1TXCLR014,29.84,-96.44
US1TXCLY001,33.8103,-98.3976
US1TXCLY002,33.4744,-98.4122
US1TXCLY003,33.651,-98.1854
US1TXCLY004,33.8143,-98.2057
US1TXCML002,29.8202,-98.4011
US1TXCML003,29.721,-98.1655
US1TXCML004,29.6701,-98.1275
US1TXCML005,29.7305,-98.0938
US1TXCML006,29.8374,-98.3987
US1TXCML007,29.8341,-98.4016
US1TXCML008,29.7779,-98.2031
US1TXCML009,29.7954,-98.068
US1TXCML011,29.7519,-98.3616
US1TXCML012,29.874,-98.3038
US1TXCML017,29.817,-98.099
US1TXCML019,29.8668,-98.1416
US1TXCML020,29.8553,-98.4145
US1TXCML021,29.8834,-98.2665
US1TXCML022,29.8346,-98.1465
US1TXCML024,29.7505,-98.3986
US1TXCML025,29.6426,-98.3213
US1TXCML026,29.8881,-98.1689
US1TXCML027,29.8467,-98.1811
US1TXCML029,29.7653,-98.1865
US1TXCML032,29.7514,-98.0633
US1TXCML033,29.6833,-98.1631
US1TXCML034,29.8407,-98.3772
US1TXCML035,29.734,-98.2021
US1TXCML036,29.7184,-98.1388
US1TXCML037,29.915,-98.2644
US1TXCML038,29.6727,-98.1157
US1TXCML039,29.7044,-98.0941
US1TXCML040,29.705,-98.1154
US1TXCML041,29.7427,-98.1009
US1TXCML043,29.9134,-98.3976
US1TXCML044,29.7109,-98.1535
US1TXCML046,29.6297,-98.2205
US1TXCML047,29.7532,-98.3815
US1TXCML048,29.9454,-98.3706
US1TXCML049,29.8318,-98.3358
US1TXCML051,29.863,-98.4544
US1TXCML052,29.9272,-98.3424
US1TXCML053,29.8186,-98.563
US1TXCML056,29.826,-98.094
US1TXCML058,29.7131,-98.1412
US1TXCML060,29.8079,-98.2423
US1TXCML061,29.7075,-98.2843
US1TXCML063,29.8093,-98.14
US1TXCML064,29.7943,-98.0683
US1TXCML068,29.7221,-98.1661
US1TXCML072,29.7135,-98.1523
US1TXCML075,29.8517,-98.4388
US1TXCML076,29.8413,-98.1516
US1TXCML077,29.6941,-98.125
US1TXCML078,29.6894,-98.1304
US1TXCML079,29.7043,-98.2012
US1TXCML080,29.7879,-98.077
US1TXCML081,29.7227,-98.131
US1TXCML086,29.719,-98.2028
US1TXCML092,29.6411,-98.3114
US1TXCML093,29.8741,-98.1318
US1TXCML095,29.7569,-98.3856
US1TXCML098,29.7053,-98.1276
US1TXCML103,29.7109,-98.1185
US1TXCML104,29.8217,-98.3703
US1TXCML105,29.656,-98.196
US1TXCML111,29.7651,-98.3656
US1TXCML112,29.9511,-98.3224
US1TXCML113,29.869,-98.2856
US1TXCML115,29.7221,-98.1311
US1TXCML117,29.7827,-98.0837
US1TXCML119,29.7717,-98.1943
US1TXCML122,29.81,-98.0819
US1TXCML124,29.8286,-98.0854
US1TXCML125,29.8713,-98.1816
US1TXCML126,29.8801,-98.1944
US1TXCML128,29.6977,-98.2832
US1TXCML129,29.8499,-98.2016
US1TXCML130,29.8107,-98.5593
US1TXCML132,29.6927,-98.0833
US1TXCML134,29.7333,-98.2043
US1TXCML135,29.7236,-98.1278
US1TXCML137,29.8118,-98.3985
US1TXCML138,29.8451,-98.2442
US1TXCML139,29.8297,-98.2812
US1TXCML140,29.85,-98.2167
US1TXCML141,29.7109,-98.1936
US1TXCML142,29.8509,-98.1267
US1TXCML143,29.6777,-98.1108
US1TXCML145,29.6795,-98.3323
US1TXCML146,29.6723,-98.3309
US1TXCML147,29.678,-98.3287
US1TXCML148,29.774,-98.2606
US1TXCML149,29.645,-98.3078
US1TXCML150,29.8141,-98.3457
US1TXCML151,29.8868,-98.2556
US1TXCML152,29.7713,-98.4081
US1TXCML155,29.756,-98.1824
US1TXCML156,29.8791,-98.2573
US1TXCML158,29.845,-98.447
US1TXCML164,29.8702,-98.2893
US1TXCML165,29.695,-98.0753
US1TXCML166,29.8708,-98.2925
US1TXCML168,29.8722,-98.2781
US1TXCML169,29.9661,-98.23
US1TXCML173,29.819,-98.0962
US1TXCML174,29.7533,-98.1233
US1TXCML175,29.9289,-98.2971
US1TXCML176,29.864,-98.2253
US1TXCML182,29.8298,-98.404
US1TXCML183,29.8401,-98.2995
US1TXCML184,29.8355,-98.088
US1TXCML187,29.8019,-98.072
US1TXCML188,29.7246,-98.1318
US1TXCML189,29.8368,-98.2824
US1TXCML190,29.8033,-98.1091
US1TXCML191,29.8144,-98.1358
US1TXCML192,29.8261,-98.0828
US1TXCML194,29.6769,-98.1401
US1TXCML197,29.8049,-98.5648
US1TXCML198,29.7608,-98.4424
US1TXCML199,29.6564,-98.1988
US1TXCML203,29.6696,-98.3316
US1TXCML204,29.7326,-98.1793
US1TXCML205,29.9309,-98.3459
US1TXCML206,29.7275,-98.1828
US1TXCML207,29.6673,-98.3287
US1TXCML208,29.8554,-98.2781
US1TXCML209,29.9791,-98.3368
US1TXCML210,29.7237,-98.1272
US1TXCML213,29.8538,-98.2252
US1TXCML215,29.9616,-98.3148
US1TXCML216,29.8072,-98.2546
US1TXCML217,29.712,-98.146
US1TXCML218,29.8796,-98.2106
US1TXCML219,29.7481,-98.2522
US1TXCML220,29.8163,-98.1102
US1TXCML222,29.7046,-98.1601
US1TXCML223,29.6813,-98.3086
US1TXCML224,29.7327,-98.0938
US1TXCMN001,32.0998,-98.613
US1TXCMN002,31.9023,-98.2554
US1TXCMN003,32.0173,-98.7593
US1TXCMN004,31.9345,-98.4926
US1TXCMN006,31.8274,-98.2371
US1TXCMR001,26.0344,-97.5465
US1TXCMR006,25.939,-97.4842
US1TXCMR008,25.8523,-97.4175
US1TXCMR012,26.1851,-97.6465
US1TXCMR013,25.9205,-97.5176
US1TXCMR015,25.9795,-97.5337
US1TXCMR016,25.9751,-97.4919
US1TXCMR017,25.9274,-97.4166
US1TXCMR018,26.1757,-97.77
US1TXCMR019,26.0664,-97.6189
US1TXCMR021,26.0771,-97.4759
US1TXCMR022,25.923,-97.4883
US1TXCMR023,25.9183,-97.4527
US1TXCMR025,25.988,-97.5036
US1TXCMR028,25.9664,-97.4837
US1TXCMR031,25.9975,-97.5705
US1TXCMR032,26.1718,-97.7517
US1TXCMR035,26.334,-97.4785
US1TXCMR036,26.181,-97.7643
US1TXCMR037,25.8601,-97.388
US1TXCMR038,25.9831,-97.4679
US1TXCMR042,25.9728,-97.4355
US1TXCMR043,25.9547,-97.4257
US1TXCMR044,25.9738,-97.4426
US1TXCMR045,26.1669,-97.3983
US1TXCMR046,25.9167,-97.4924
US1TXCMR050,25.9801,-97.5349
US1TXCMR051,25.9232,-97.4813
US1TXCMR056,26.0648,-97.4733
US1TXCMR058,26.1047,-97.2927
US1TXCMR059,26.1151,-97.3031
US1TXCMR061,25.9597,-97.5768
US1TXCMR065,25.995,-97.501
US1TXCMR067,26.1186,-97.5105
US1TXCMR068,25.9479,-97.5093
US1TXCMR069,26.1266,-97.1704
US1TXCMR070,26.1301,-97.6306
US1TXCMR078,26.1892,-97.7473
US1TXCMR084,25.9406,-97.5138
US1TXCMR085,26.201,-97.6856
US1TXCMR087,26.1546,-97.7065
US1TXCMR089,25.9475,-97.4711
US1TXCMR090,25.9299,-97.5055
US1TXCMR091,25.9621,-97.4613
US1TXCMR092,26.1919,-97.5089
US1TXCMR093,26.201,-97.7565
US1TXCMR094,25.9478,-97.2815
US1TXCMR096,26.1716,-97.5407
US1TXCMR097,26.2144,-97.4576
US1TXCMR098,25.9707,-97.5285
US1TXCMR099,26.0606,-97.6178
US1TXCMR100,26.1635,-97.7806
US1TXCMR101,26.1244,-97.6306
US1TXCMR103,25.909,-97.498
US1TXCMR105,26.0994,-97.4628
US1TXCMR106,26.3261,-97.4574
US1TXCMR108,26.0782,-97.1684
US1TXCMR117,26.1696,-97.5428
US1TXCMR119,26.1744,-97.7304
US1TXCMR120,26.2041,-97.6723
US1TXCMR121,26.2049,-97.7524
US1TXCMR124,26.1054,-97.3114
US1TXCNC001,31.1816,-99.8595
US1TXCNC008,31.4149,-99.6167
US1TXCOO001,33.657,-96.9521
US1TXCOO003,33.4907,-97.0089
US1TXCOO005,33.6617,-96.9756
US1TXCOO006,33.5671,-96.9872
US1TXCRK001,30.7099,-101.2078
US1TXCRK003,30.4819,-101.5744
US1TXCRK006,30.6648,-101.6952
US1TXCRK012,30.4281,-101.3439
US1TXCRK013,30.3863,-101.0877
US1TXCRK014,31.0352,-101.4502
US1TXCRK015,30.6269,-101.4161
US1TXCRK016,30.459,-101.0204
US1TXCRK020,30.3825,-101.6898
US1TXCRK024,30.4248,-101.1596
US1TXCRL003,31.0916,-97.89
US1TXCRL004,31.3371,-97.5704
US1TXCRL005,31.1129,-97.89
US1TXCRL006,31.3211,-97.4788
US1TXCRL007,31.3393,-97.8508
US1TXCRL008,31.7044,-97.694
US1TXCRN001,31.2816,-102.4213
US1TXCRS001,35.3441,-101.3881
US1TXCSS005,33.1169,-94.1598
US1TXCSS006,32.8917,-94.3294
US1TXCSS008,33.1788,-94.3302
US1TXCSS009,33.08,-94.1814
US1TXCSS010,33.0365,-94.493
US1TXCST001,34.5324,-102.3029
US1TXDA0001,32.7998,-96.7012
US1TXDA0003,32.863,-96.845
US1TXDA0004,32.9321,-96.5769
US1TXDA0006,32.9573,-96.7469
US1TXDA0007,32.5725,-96.9574
US1TXDA0013,32.7091,-96.8383
US1TXDA0015,32.9781,-96.9981
US1TXDA0016,32.6698,-96.9216
US1TXDA0017,32.8297,-96.6486
US1TXDA0021,32.9653,-96.7385
US1TXDA0026,32.7476,-96.5493
US1TXDA0027,32.8041,-96.7863
US1TXDA0033,32.9601,-96.8999
US1TXDA0035,32.9575,-96.7479
US1TXDA0036,32.5548,-96.9574
US1TXDA0037,32.8076,-96.6139
US1TXDA0039,32.8656,-96.6901
US1TXDA0045,32.6383,-96.9014
US1TXDA0047,32.6137,-96.9712
US1TXDA0048,32.8211,-96.7492
US1TXDA0050,32.5996,-96.9537
US1TXDA0052,32.7709,-96.6409
US1TXDA0053,32.8152,-96.8035
US1TXDA0057,32.9368,-96.9476
US1TXDA0058,32.8731,-96.6238
US1TXDA0060,32.8525,-96.6399
US1TXDA0063,32.613,-96.8279
US1TXDA0065,32.955,-96.6622
US1TXDA0069,32.822,-96.5999
US1TXDA0070,32.8025,-96.6065
US1TXDA0072,32.9637,-96.5798
US1TXDA0073,32.9785,-96.5764
US1TXDA0075,32.952,-96.8763
US1TXDA0076,32.8075,-96.7591
US1TXDA0077,32.5662,-96.8376
US1TXDA0080,32.6565,-96.9666
US1TXDA0087,32.9568,-96.7522
US1TXDA0088,32.6034,-97.0437
US1TXDA0089,32.9626,-96.7631
US1TXDA0090,32.8501,-96.6365
US1TXDA0091,32.9378,-96.6588
US1TXDA0092,32.9393,-96.7791
US1TXDA0093,32.7484,-96.5877
US1TXDA0097,32.571,-96.9755
US1TXDA0098,32.752,-96.8526
US1TXDA0099,32.7409,-96.5886
US1TXDK0001,33.5989,-100.8508
US1TXDK0002,33.6194,-100.8612
US1TXDL0002,36.0592,-102.5283
US1TXDL0003,36.0833,-102.6567
US1TXDL0006,36.3782,-103.0204
US1TXDL0007,36.473,-102.8922
US1TXDM0002,28.5633,-99.8354
US1TXDM0003,28.5179,-99.8645
US1TXDN0001,33.2191,-97.0532
US1TXDN0003,33.407,-97.2522
US1TXDN0006,33.1078,-97.2736
US1TXDN0008,33.0562,-97.0703
US1TXDN0009,33.2955,-96.855
US1TXDN0012,33.1879,-96.8708
US1TXDN0015,33.3504,-97.2063
US1TXDN0017,33.1738,-96.9093
US1TXDN0019,33.0623,-97.0091
US1TXDN0021,33.2282,-96.9597
US1TXDN0026,33.1777,-97.1085
US1TXDN0028,33.1003,-96.8697
US1TXDN0032,33.2008,-97.0031
US1TXDN0034,33.227,-96.9433
US1TXDN0036,33.0046,-97.2601
US1TXDN0037,33.0153,-96.8857
US1TXDN0039,33.1872,-96.8962
US1TXDN0040,33.225,-97.0979
US1TXDN0041,33.1299,-97.1855
US1TXDN0043,33.1306,-97.1932
US1TXDN0044,33.0105,-97.0817
US1TXDN0046,33.2723,-97.0148
US1TXDN0047,33.1773,-96.8958
US1TXDN0048,33.1584,-96.8809
US1TXDN0049,32.9984,-97.1614
US1TXDN0053,33.0869,-97.1119
US1TXDN0054,33.112,-97.365
US1TXDN0055,33.0205,-97.0715
US1TXDN0060,33.0187,-97.2982
US1TXDN0061,33.0356,-96.8527
US1TXDN0066,33.1549,-97.0245
US1TXDN0067,33.2237,-96.8663
US1TXDN0068,33.1562,-97.0345
US1TXDN0070,33.232,-96.9193
US1TXDN0072,33.0661,-97.1301
US1TXDN0078,33.2281,-97.1113
US1TXDS0003,35.1032,-102.2915
US1TXDS0004,34.8351,-102.3582
US1TXDS0005,34.8386,-102.4014
US1TXDS0006,34.7906,-102.4069
US1TXDV0001,27.3403,-98.465
US1TXDV0005,27.3716,-98.3599
US1TXDV0007,27.7515,-98.2464
US1TXDV0009,27.4383,-98.5376
US1TXDW0003,29.1895,-97.1255
US1TXDW0004,28.9825,-97.4981
US1TXDW0005,28.9987,-97.34
US1TXDW0007,29.3354,-97.2363
US1TXDW0008,29.0423,-97.6523
US1TXDW0009,29.1515,-97.2785
US1TXDW0010,29.1261,-97.3802
